Point_ID,X,Y,Building,Floor,Attributes,Entrance ID,Room number,Feature nameImageURLShowOnMap
1,1,1,1,1,1,1,1,1,1,false
152,94,747,Campus Center 1st Floor,0,1,0,null,null,null,false
153,273,788,Campus Center 1st Floor,0,1,0,null,null,null,false
154,753,793,Campus Center 1st Floor,0,1,0,null,null,null,false
155,258,382,Campus Center 1st Floor,0,1,0,null,null,null,false
156,297,366,Campus Center 1st Floor,0,1,0,null,null,null,false
157,166,543,Campus Center 1st Floor,0,1,0,null,null,null,false
158,257,516,Campus Center 1st Floor,0,1,0,null,null,null,false
159,305,400,Campus Center 1st Floor,0,1,0,null,null,null,false
160,288,739,Campus Center 1st Floor,0,1,0,null,null,null,false
161,396,692,Campus Center 1st Floor,0,1,0,null,null,null,false
162,626,688,Campus Center 1st Floor,0,1,0,null,null,null,false
163,722,566,Campus Center 1st Floor,0,1,0,null,null,null,false
164,798,568,Campus Center 1st Floor,0,1,0,null,null,null,false
165,813,605,Campus Center 1st Floor,0,1,0,null,null,null,false
166,842,722,Campus Center 1st Floor,0,1,0,null,null,null,false
167,842,727,Campus Center 1st Floor,0,1,0,null,null,null,false
168,754,688,Campus Center 1st Floor,0,1,0,null,null,null,false
169,795,683,Campus Center 1st Floor,0,1,0,null,null,null,false
170,468,559,Campus Center 1st Floor,0,1,0,null,null,null,false
171,527,560,Campus Center 1st Floor,0,1,0,null,null,null,false
172,664,562,Campus Center 1st Floor,0,1,0,null,null,null,false
173,684,560,Campus Center 1st Floor,0,1,0,null,null,null,false
174,685,536,Campus Center 1st Floor,0,1,0,null,null,null,false
175,165,569,Campus Center 1st Floor,0,1,0,null,null,null,false
176,317,576,Campus Center 1st Floor,0,1,0,null,null,null,false
177,114,549,Campus Center 2nd Floor,0,1,0,202,Room ,Image Url,false
178,328,708,Campus Center 2nd Floor,0,1,0,254,Room,Image Url,false
179,622,642,Campus Center 2nd Floor,0,1,0,251,Bookstore,Image Url,false
180,845,643,Campus Center 2nd Floor,0,1,0,248,Room,Image Url,false
181,730,504,Campus Center 2nd Floor,0,2,0,13,Stairs,Campus Center 1st Floor,false
182,731,483,Campus Center 2nd Floor,0,2,0,13,Stairs Up,Campus Center 3rd Floor,false
183,832,528,Campus Center 2nd Floor,0,1,0,241,Room ,Image Url,false
184,769,593,Campus Center 2nd Floor,0,1,0,250,Room ,Image Url,false
185,329,681,Campus Center 2nd Floor,0,1,0,null,null,null,false
186,423,507,Campus Center 2nd Floor,0,1,0,null,null,null,false
187,619,522,Campus Center 2nd Floor,0,1,0,null,null,null,false
188,769,642,Campus Center 2nd Floor,0,1,0,null,null,null,false
189,846,553,Campus Center 2nd Floor,0,1,0,null,null,null,false
190,731,527,Campus Center 2nd Floor,0,1,0,null,null,null,false
191,56,277,Campus Center 3rd Floor,0,1,0,314,Room ,Image Url,false
192,81,221,Campus Center 3rd Floor,0,1,0,316,Room ,Image Url,false
193,80,320,Campus Center 3rd Floor,0,1,0,313,Room ,Image Url,false
194,263,232,Campus Center 3rd Floor,0,1,0,316,Room ,Image Url,false
195,241,293,Campus Center 3rd Floor,0,1,0,324,Room,Image Url,false
197,353,498,Campus Center 3rd Floor,0,2,0,32,Stairs,Campus Center 3rd Floor,false
198,583,473,Campus Center 3rd Floor,0,1,0,331,Room ,Image Url,false
199,185,661,Campus Center 3rd Floor,0,1,0,301,Room ,Image Url,false
200,124,407,Campus Center 3rd Floor,0,1,0,310,Washroom,Image Url,false
201,245,449,Campus Center 3rd Floor,0,1,0,327,Room ,Image Url,false
202,296,416,Campus Center 3rd Floor,0,1,0,320,Room ,Image Url,false
203,292,391,Campus Center 3rd Floor,0,1,0,325,Room ,Image Url,false
204,203,388,Campus Center 3rd Floor,0,1,0,326,Room,Image Url,false
205,123,476,Campus Center 3rd Floor,0,1,0,304,Room ,Image Url,false
206,388,617,Campus Center 3rd Floor,0,1,0,343,Room ,Image Url,false
207,544,614,Campus Center 3rd Floor,0,1,0,342,Room ,Image Url,false
208,690,679,Campus Center 3rd Floor,0,1,0,341,Room ,Image Url,false
210,887,677,Campus Center 3rd Floor,0,1,0,339,Room ,Image Url,false
211,772,530,Campus Center 3rd Floor,0,2,0,33,Stairs,Campus Center 2nd FLoor,false
212,883,554,Campus Center 3rd Floor,0,1,0,334,Room ,Image Url,false
213,482,511,Campus Center 3rd Floor,0,1,0,330,Room ,Image Url,false
214,176,198,Campus Center 3rd Floor,0,1,0,null,null,null,false
215,177,232,Campus Center 3rd Floor,0,1,0,null,null,null,false
216,302,313,Campus Center 3rd Floor,0,1,0,320,Room ,Image Url,false
217,279,259,Campus Center 3rd Floor,0,1,0,null,null,null,false
218,299,259,Campus Center 3rd Floor,0,1,0,null,null,null,false
219,277,294,Campus Center 3rd Floor,0,1,0,null,null,null,false
220,173,288,Campus Center 3rd Floor,0,1,0,null,null,null,false
221,83,278,Campus Center 3rd Floor,0,1,0,null,null,null,false
222,172,393,Campus Center 3rd Floor,0,1,0,null,null,null,false
223,171,476,Campus Center 3rd Floor,0,1,0,null,null,null,false
224,192,448,Campus Center 3rd Floor,0,1,0,null,null,null,false
225,254,413,Campus Center 3rd Floor,0,1,0,null,null,null,false
226,265,393,Campus Center 3rd Floor,0,1,0,null,null,null,false
227,217,518,Campus Center 3rd Floor,0,1,0,null,null,null,false
228,321,612,Campus Center 3rd Floor,0,1,0,null,null,null,false
229,345,543,Campus Center 3rd Floor,0,1,0,null,null,null,false
230,389,532,Campus Center 3rd Floor,0,1,0,null,null,null,false
231,552,542,Campus Center 3rd Floor,0,1,0,null,null,null,false
232,622,540,Campus Center 3rd Floor,0,1,0,null,null,null,false
233,626,609,Campus Center 3rd Floor,0,1,0,null,null,null,false
234,685,548,Campus Center 3rd Floor,0,1,0,null,null,null,false
235,778,553,Campus Center 3rd Floor,0,1,0,null,null,null,false
236,813,554,Campus Center 3rd Floor,0,1,0,null,null,null,false
238,243,346,Project Center 1st Floor,0,1,0,104A,Room ,Image Url,false
239,84,401,Project Center 1st Floor,0,1,0,102,Room ,Image Url,false
240,92,532,Project Center 1st Floor,0,1,0,101,Room ,Image Url,false
241,246,400,Project Center 1st Floor,0,1,0,103,Room ,Image Url,false
242,340,442,Project Center 1st Floor,0,1,0,100E,Room ,Image Url,false
243,338,525,Project Center 1st Floor,0,1,0,101B,Room ,Image Url,false
244,569,342,Project Center 1st Floor,0,1,0,107,Room ,Image Url,false
245,677,343,Project Center 1st Floor,0,1,0,108,Room ,Image Url,false
246,769,344,Project Center 1st Floor,0,1,0,108A,Room ,Image Url,false
247,837,346,Project Center 1st Floor,0,1,0,109,Room ,Image Url,false
248,838,402,Project Center 1st Floor,0,1,0,109A,Room ,Image Url,false
249,403,525,Project Center 1st Floor,0,1,0,106,Room ,Image Url,false
250,822,502,Project Center 1st Floor,0,1,0,110,Room ,Image Url,false
251,895,502,Project Center 1st Floor,0,1,0,111,Room ,Image Url,false
252,846,732,Project Center 1st Floor,0,1,0,100A,Room ,Image Url,false
253,844,680,Project Center 1st Floor,0,1,0,113,Room ,Image Url,false
254,895,678,Project Center 1st Floor,0,1,0,114,Room ,Image Url,false
255,741,593,Project Center 1st Floor,0,1,0,100B,Room ,Image Url,false
257,336,359,Project Center 1st Floor,0,2,0,100F,Stairs,Project Center 2nd Floor,false
258,335,401,Project Center 1st Floor,0,1,0,null,null,null,false
259,73,335,Project Center 2nd Floor,0,1,0,212AA,Room,Image Url,false
260,398,434,Project Center 1st Floor,0,1,0,null,null,null,false
261,567,406,Project Center 1st Floor,0,1,0,null,null,null,false
262,704,726,Project Center 1st Floor,0,1,0,null,null,null,false
263,754,729,Project Center 1st Floor,0,1,0,null,null,null,false
264,901,730,Project Center 1st Floor,0,1,0,null,null,null,false
265,817,588,Project Center 1st Floor,0,1,0,null,null,null,false
266,740,508,Project Center 1st Floor,0,1,0,null,null,null,false
267,736,406,Project Center 1st Floor,0,1,0,null,null,null,false
268,775,404,Project Center 1st Floor,0,1,0,null,null,null,false
269,155,644,Campus Center 2nd Floor,0,1,0,203,Salon,Image Url,false
270,128,335,Project Center 1st Floor,0,1,0,104,Room,Image Url,false
271,773,504,Project Center 1st Floor,0,1,0,102C,Room,Image Url,false
272,295,618,campus,0,1,0,null,null,null,false
273,132,174,Fuller Labs Basement,0,1,0,B24,Room,Image Url,false
274,122,257,Fuller Labs Basement,0,1,0,B26,Room,Image Url,false
275,118,325,Fuller Labs Basement,0,1,0,B27,Room,Image Url,false
276,541,103,Fuller Labs Basement,0,2,0,BE1,Entrance,campus,false
277,415,580,campus,0,0,0,Fuller Lab,Fuller Lab,Fuller Labs 2nd Floor,false
278,613,826,Fuller Labs 2nd Floor,0,2,0,E21,Entrance,campus,false
279,684,795,Fuller Labs 2nd Floor,0,2,0,S21,Stair,Fuller Labs 3rd Floor,false
280,689,806,Fuller Labs 2nd Floor,0,2,0,S21 down,Stair,Fuller Labs 1st Floor,false
281,716,642,Fuller Labs 2nd Floor,0,1,0,219,Room,Image Url,false
282,716,696,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
283,789,698,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
284,803,715,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
285,719,715,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
286,708,745,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
287,655,745,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
288,658,775,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
289,610,741,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
290,818,690,Fuller Labs 2nd Floor,0,1,0,221,Room,Image Url,false
291,821,640,Fuller Labs 2nd Floor,0,1,0,220,Room,Image Url,false
292,817,592,Fuller Labs 2nd Floor,0,1,0,218,Room,Image Url,false
293,676,515,Fuller Labs 2nd Floor,0,1,0,217,Room,Image Url,false
294,696,483,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
295,686,465,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
296,627,465,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
297,626,694,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
298,792,565,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
299,799,659,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
300,717,567,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
301,716,498,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
302,717,471,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
303,270,334,Fuller Labs 2nd Floor,0,2,0,S22,Stair,Fuller Labs 3rd Floor,false
304,277,322,Fuller Labs 2nd Floor,0,2,0,0,Stair down,Fuller Labs 1st Floor,false
305,450,293,Fuller Labs 2nd Floor,0,1,0,226,Room,Image Url,false
306,395,308,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
307,351,440,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
308,341,440,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
309,353,329,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
310,329,319,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
311,316,345,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
312,178,333,Fuller Labs 2nd Floor,0,1,0,238,Room,Image Url,false
313,367,323,Fuller Labs 3rd Floor,0,2,0,S31,Stair,Fuller Labs 2nd Floor,false
314,248,197,Fuller Labs 3rd Floor,0,1,0,0,Open Space 1,Image Url,false
315,469,614,Fuller Labs 3rd Floor,0,1,0,0,Open Space,Image Url,false
316,247,271,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
317,275,315,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
318,325,330,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
319,456,390,Fuller Labs 3rd Floor,0,1,0,330,Room,Image Url,false
320,473,459,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
321,479,536,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
322,474,589,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
323,648,393,Fuller Labs 3rd Floor,0,1,0,301,Room,Image Url,false
324,691,676,Fuller Labs 3rd Floor,0,1,0,316,Room,Image Url,false
325,714,577,Fuller Labs 3rd Floor,0,1,0,316,Room,Image Url,false
326,686,811,Fuller Labs 3rd Floor,0,2,0,S32,Stair,Fuller Labs 2nd Floor,false
327,788,782,Fuller Labs 3rd Floor,0,1,0,320,Room,Image Url,false
328,807,529,Fuller Labs 3rd Floor,0,1,0,317,Room,Image Url,false
329,696,490,Fuller Labs 3rd Floor,0,1,0,314,Room,Image Url,false
330,763,753,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
331,709,752,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
332,682,756,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
333,677,783,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
334,703,647,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
335,695,623,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
336,642,622,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
337,639,692,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
338,647,751,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
339,683,539,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
340,639,506,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
341,748,529,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
342,748,579,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
343,248,317,Fuller Labs 1st Floor,0,2,0,S11,Stair,Fuller Labs 2nd Floor,false
344,261,325,Fuller Labs 1st Floor,0,2,0,0,Stair down,Fuller Labs Sub Basement,false
345,123,319,Fuller Labs 1st Floor,0,1,0,139,Room,Image Url,false
346,247,276,Fuller Labs 1st Floor,0,1,0,140,Room,Image Url,false
347,566,205,Fuller Labs 1st Floor,0,1,0,148,Room,Image Url,false
348,447,221,Fuller Labs 1st Floor,0,1,0,144,Room,Image Url,false
349,170,310,Fuller Labs 1st Floor,0,1,0,null,null,null,false
350,209,309,Fuller Labs 1st Floor,0,1,0,null,null,null,false
351,211,256,Fuller Labs 1st Floor,0,1,0,null,null,null,false
352,181,257,Fuller Labs 1st Floor,0,1,0,null,null,null,false
353,186,296,Fuller Labs 1st Floor,0,1,0,null,null,null,false
355,627,339,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
356,623,210,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
357,601,183,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
358,489,188,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
359,359,183,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
360,232,187,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
361,232,310,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
362,230,346,Fuller Labs 2nd Floor,0,1,0,null,null,null,false
363,467,188,Fuller Labs 1st Floor,0,1,0,null,null,null,false
364,464,172,Fuller Labs 1st Floor,0,1,0,null,null,null,false
365,308,172,Fuller Labs 1st Floor,0,1,0,null,null,null,false
366,186,177,Fuller Labs 1st Floor,0,1,0,null,null,null,false
367,554,173,Fuller Labs 1st Floor,0,1,0,null,null,null,false
368,503,687,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
369,564,792,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
370,496,180,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
371,601,191,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
372,637,234,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
373,653,326,Fuller Labs 3rd Floor,0,1,0,null,null,null,false
374,241,339,Fuller Labs Sub Basement,0,2,0,SB11,Stair,Fuller Labs 1st Floor,false
375,260,342,Fuller Labs Sub Basement,0,2,0,Stair down,Stair down,Fuller Labs Basement,false
376,134,334,Fuller Labs Sub Basement,0,1,0,A22,Room,Image Url,false
377,423,581,Fuller Labs Sub Basement,0,1,0,1,Study Space,Image Url,false
378,698,559,Fuller Labs Sub Basement,0,1,0,2,Study Place,Image Url,false
379,343,330,Fuller Labs Sub Basement,0,1,0,A23,Room,Image Url,false
380,164,321,Fuller Labs Sub Basement,0,1,0,null,null,null,false
381,204,318,Fuller Labs Sub Basement,0,1,0,null,null,null,false
382,219,318,Fuller Labs Sub Basement,0,1,0,null,null,null,false
383,222,337,Fuller Labs Sub Basement,0,1,0,null,null,null,false
384,323,304,Fuller Labs Sub Basement,0,1,0,null,null,null,false
385,310,281,Fuller Labs Sub Basement,0,1,0,null,null,null,false
386,302,253,Fuller Labs Sub Basement,0,1,0,null,null,null,false
387,276,255,Fuller Labs Sub Basement,0,1,0,null,null,null,false
388,274,309,Fuller Labs Sub Basement,0,1,0,null,null,null,false
389,495,604,Fuller Labs Sub Basement,0,1,0,null,null,null,false
390,591,621,Fuller Labs Sub Basement,0,1,0,null,null,null,false
391,676,605,Fuller Labs Sub Basement,0,1,0,null,null,null,false
392,669,511,Fuller Labs Sub Basement,0,1,0,null,null,null,false
393,618,480,Fuller Labs Sub Basement,0,1,0,null,null,null,false
394,615,440,Fuller Labs Sub Basement,0,1,0,null,null,null,false
395,617,379,Fuller Labs Sub Basement,0,1,0,null,null,null,false
396,617,324,Fuller Labs Sub Basement,0,1,0,null,null,null,false
397,613,272,Fuller Labs Sub Basement,0,1,0,null,null,null,false
398,575,253,Fuller Labs Sub Basement,0,1,0,null,null,null,false
399,470,248,Fuller Labs Sub Basement,0,1,0,null,null,null,false
400,388,254,Fuller Labs Sub Basement,0,1,0,null,null,null,false
401,335,252,Fuller Labs Sub Basement,0,1,0,null,null,null,false
402,192,189,Fuller Labs Basement,0,1,0,null,null,null,false
403,288,195,Fuller Labs Basement,0,1,0,null,null,null,false
404,373,194,Fuller Labs Basement,0,1,0,null,null,null,false
405,462,193,Fuller Labs Basement,0,1,0,null,null,null,false
406,515,213,Fuller Labs Basement,0,1,0,null,null,null,false
407,545,208,Fuller Labs Basement,0,1,0,null,null,null,false
